Company,Symbol,BalanceSheetURL,ProfitLossURL
Capri Global Capital Limited,CGCL,https://www.moneycontrol.com/financials/capriglobalcapitallimited/balance-sheetVI/CGCL#CGCL,https://www.moneycontrol.com/financials/capriglobalcapitallimited/profit-lossVI/CGCL#CGCL
CG Power and Industrial Solutions Limited,CGPOWER,https://www.moneycontrol.com/financials/cgpowerandindustrialsolutionslimited/balance-sheetVI/CGPOWER#CGPOWER,https://www.moneycontrol.com/financials/cgpowerandindustrialsolutionslimited/profit-lossVI/CGPOWER#CGPOWER
Chalet Hotels Limited,CHALET,https://www.moneycontrol.com/financials/chalethotelslimited/balance-sheetVI/CHALET#CHALET,https://www.moneycontrol.com/financials/chalethotelslimited/profit-lossVI/CHALET#CHALET
Chambal Fertilizers & Chemicals Limited,CHAMBLFERT,https://www.moneycontrol.com/financials/chambalfertilizerschemicalslimited/balance-sheetVI/CHAMBLFERT#CHAMBLFERT,https://www.moneycontrol.com/financials/chambalfertilizerschemicalslimited/profit-lossVI/CHAMBLFERT#CHAMBLFERT
Chembond Chemicals Ltd,CHEMBOND,https://www.moneycontrol.com/financials/chembondchemicalsltd/balance-sheetVI/CHEMBOND#CHEMBOND,https://www.moneycontrol.com/financials/chembondchemicalsltd/profit-lossVI/CHEMBOND#CHEMBOND
Chemcon Speciality Chemicals Limited,CHEMCON,https://www.moneycontrol.com/financials/chemconspecialitychemicalslimited/balance-sheetVI/CHEMCON#CHEMCON,https://www.moneycontrol.com/financials/chemconspecialitychemicalslimited/profit-lossVI/CHEMCON#CHEMCON
Chemfab Alkalis Limited,CHEMFAB,https://www.moneycontrol.com/financials/chemfabalkalislimited/balance-sheetVI/CHEMFAB#CHEMFAB,https://www.moneycontrol.com/financials/chemfabalkalislimited/profit-lossVI/CHEMFAB#CHEMFAB
Chennai Petroleum Corporation Limited,CHENNPETRO,https://www.moneycontrol.com/financials/chennaipetroleumcorporationlimited/balance-sheetVI/CHENNPETRO#CHENNPETRO,https://www.moneycontrol.com/financials/chennaipetroleumcorporationlimited/profit-lossVI/CHENNPETRO#CHENNPETRO
Cholamandalam Investment and Finance Company Limited,CHOLAFIN,https://www.moneycontrol.com/financials/cholamandalaminvestmentandfinancecompanylimited/balance-sheetVI/CHOLAFIN#CHOLAFIN,https://www.moneycontrol.com/financials/cholamandalaminvestmentandfinancecompanylimited/profit-lossVI/CHOLAFIN#CHOLAFIN
Cholamandalam Financial Holdings Limited,CHOLAHLDNG,https://www.moneycontrol.com/financials/cholamandalamfinancialholdingslimited/balance-sheetVI/CHOLAHLDNG#CHOLAHLDNG,https://www.moneycontrol.com/financials/cholamandalamfinancialholdingslimited/profit-lossVI/CHOLAHLDNG#CHOLAHLDNG
Chromatic India Limited,CHROMATIC,https://www.moneycontrol.com/financials/chromaticindialimited/balance-sheetVI/CHROMATIC#CHROMATIC,https://www.moneycontrol.com/financials/chromaticindialimited/profit-lossVI/CHROMATIC#CHROMATIC
Cigniti Technologies Limited,CIGNITITEC,https://www.moneycontrol.com/financials/cignititechnologieslimited/balance-sheetVI/CIGNITITEC#CIGNITITEC,https://www.moneycontrol.com/financials/cignititechnologieslimited/profit-lossVI/CIGNITITEC#CIGNITITEC
Cineline India Limited,CINELINE,https://www.moneycontrol.com/financials/cinelineindialimited/balance-sheetVI/CINELINE#CINELINE,https://www.moneycontrol.com/financials/cinelineindialimited/profit-lossVI/CINELINE#CINELINE
Cinevista Limited,CINEVISTA,https://www.moneycontrol.com/financials/cinevistalimited/balance-sheetVI/CINEVISTA#CINEVISTA,https://www.moneycontrol.com/financials/cinevistalimited/profit-lossVI/CINEVISTA#CINEVISTA
Cipla Limited,CIPLA,https://www.moneycontrol.com/financials/ciplalimited/balance-sheetVI/CIPLA#CIPLA,https://www.moneycontrol.com/financials/ciplalimited/profit-lossVI/CIPLA#CIPLA
CL Educate Limited,CLEDUCATE,https://www.moneycontrol.com/financials/cleducatelimited/balance-sheetVI/CLEDUCATE#CLEDUCATE,https://www.moneycontrol.com/financials/cleducatelimited/profit-lossVI/CLEDUCATE#CLEDUCATE
Clariant Chemicals (India) Limited,CLNINDIA,https://www.moneycontrol.com/financials/clariantchemicalsindialimited/balance-sheetVI/CLNINDIA#CLNINDIA,https://www.moneycontrol.com/financials/clariantchemicalsindialimited/profit-lossVI/CLNINDIA#CLNINDIA
CMI Limited,CMICABLES,https://www.moneycontrol.com/financials/cmilimited/balance-sheetVI/CMICABLES#CMICABLES,https://www.moneycontrol.com/financials/cmilimited/profit-lossVI/CMICABLES#CMICABLES
CIL Nova Petrochemicals Limited,CNOVAPETRO,https://www.moneycontrol.com/financials/cilnovapetrochemicalslimited/balance-sheetVI/CNOVAPETRO#CNOVAPETRO,https://www.moneycontrol.com/financials/cilnovapetrochemicalslimited/profit-lossVI/CNOVAPETRO#CNOVAPETRO
Coal India Limited,COALINDIA,https://www.moneycontrol.com/financials/coalindialimited/balance-sheetVI/COALINDIA#COALINDIA,https://www.moneycontrol.com/financials/coalindialimited/profit-lossVI/COALINDIA#COALINDIA
Cochin Shipyard Limited,COCHINSHIP,https://www.moneycontrol.com/financials/cochinshipyardlimited/balance-sheetVI/COCHINSHIP#COCHINSHIP,https://www.moneycontrol.com/financials/cochinshipyardlimited/profit-lossVI/COCHINSHIP#COCHINSHIP
Coforge Limited,COFORGE,https://www.moneycontrol.com/financials/coforgelimited/balance-sheetVI/COFORGE#COFORGE,https://www.moneycontrol.com/financials/coforgelimited/profit-lossVI/COFORGE#COFORGE
Colgate Palmolive (India) Limited,COLPAL,https://www.moneycontrol.com/financials/colgatepalmoliveindialimited/balance-sheetVI/COLPAL#COLPAL,https://www.moneycontrol.com/financials/colgatepalmoliveindialimited/profit-lossVI/COLPAL#COLPAL
Compuage Infocom Limited,COMPINFO,https://www.moneycontrol.com/financials/compuageinfocomlimited/balance-sheetVI/COMPINFO#COMPINFO,https://www.moneycontrol.com/financials/compuageinfocomlimited/profit-lossVI/COMPINFO#COMPINFO
Compucom Software Limited,COMPUSOFT,https://www.moneycontrol.com/financials/compucomsoftwarelimited/balance-sheetVI/COMPUSOFT#COMPUSOFT,https://www.moneycontrol.com/financials/compucomsoftwarelimited/profit-lossVI/COMPUSOFT#COMPUSOFT
Container Corporation of India Limited,CONCOR,https://www.moneycontrol.com/financials/containercorporationofindialimited/balance-sheetVI/CONCOR#CONCOR,https://www.moneycontrol.com/financials/containercorporationofindialimited/profit-lossVI/CONCOR#CONCOR
Confidence Petroleum India Limited,CONFIPET,https://www.moneycontrol.com/financials/confidencepetroleumindialimited/balance-sheetVI/CONFIPET#CONFIPET,https://www.moneycontrol.com/financials/confidencepetroleumindialimited/profit-lossVI/CONFIPET#CONFIPET
Consolidated Finvest & Holdings Limited,CONSOFINVT,https://www.moneycontrol.com/financials/consolidatedfinvestholdingslimited/balance-sheetVI/CONSOFINVT#CONSOFINVT,https://www.moneycontrol.com/financials/consolidatedfinvestholdingslimited/profit-lossVI/CONSOFINVT#CONSOFINVT
Control Print Limited,CONTROLPR,https://www.moneycontrol.com/financials/controlprintlimited/balance-sheetVI/CONTROLPR#CONTROLPR,https://www.moneycontrol.com/financials/controlprintlimited/profit-lossVI/CONTROLPR#CONTROLPR
Coral India Finance & Housing Limited,CORALFINAC,https://www.moneycontrol.com/financials/coralindiafinancehousinglimited/balance-sheetVI/CORALFINAC#CORALFINAC,https://www.moneycontrol.com/financials/coralindiafinancehousinglimited/profit-lossVI/CORALFINAC#CORALFINAC
Cords Cable Industries Limited,CORDSCABLE,https://www.moneycontrol.com/financials/cordscableindustrieslimited/balance-sheetVI/CORDSCABLE#CORDSCABLE,https://www.moneycontrol.com/financials/cordscableindustrieslimited/profit-lossVI/CORDSCABLE#CORDSCABLE
Coromandel International Limited,COROMANDEL,https://www.moneycontrol.com/financials/coromandelinternationallimited/balance-sheetVI/COROMANDEL#COROMANDEL,https://www.moneycontrol.com/financials/coromandelinternationallimited/profit-lossVI/COROMANDEL#COROMANDEL
Cosmo Films Limited,COSMOFILMS,https://www.moneycontrol.com/financials/cosmofilmslimited/balance-sheetVI/COSMOFILMS#COSMOFILMS,https://www.moneycontrol.com/financials/cosmofilmslimited/profit-lossVI/COSMOFILMS#COSMOFILMS
Country Condo's Limited,COUNCODOS,https://www.moneycontrol.com/financials/countrycondoslimited/balance-sheetVI/COUNCODOS#COUNCODOS,https://www.moneycontrol.com/financials/countrycondoslimited/profit-lossVI/COUNCODOS#COUNCODOS
Cox & Kings Limited,COX&KINGS,https://www.moneycontrol.com/financials/coxkingslimited/balance-sheetVI/COX&KINGS#COX&KINGS,https://www.moneycontrol.com/financials/coxkingslimited/profit-lossVI/COX&KINGS#COX&KINGS
Creative Peripherals and Distribution Limited,CREATIVE,https://www.moneycontrol.com/financials/creativeperipheralsanddistributionlimited/balance-sheetVI/CREATIVE#CREATIVE,https://www.moneycontrol.com/financials/creativeperipheralsanddistributionlimited/profit-lossVI/CREATIVE#CREATIVE
Creative Eye Limited,CREATIVEYE,https://www.moneycontrol.com/financials/creativeeyelimited/balance-sheetVI/CREATIVEYE#CREATIVEYE,https://www.moneycontrol.com/financials/creativeeyelimited/profit-lossVI/CREATIVEYE#CREATIVEYE
CREDITACCESS GRAMEEN LIMITED,CREDITACC,https://www.moneycontrol.com/financials/creditaccessgrameenlimited/balance-sheetVI/CREDITACC#CREDITACC,https://www.moneycontrol.com/financials/creditaccessgrameenlimited/profit-lossVI/CREDITACC#CREDITACC
Crest Ventures Limited,CREST,https://www.moneycontrol.com/financials/crestventureslimited/balance-sheetVI/CREST#CREST,https://www.moneycontrol.com/financials/crestventureslimited/profit-lossVI/CREST#CREST
CRISIL Limited,CRISIL,https://www.moneycontrol.com/financials/crisillimited/balance-sheetVI/CRISIL#CRISIL,https://www.moneycontrol.com/financials/crisillimited/profit-lossVI/CRISIL#CRISIL
Crompton Greaves Consumer Electricals Limited,CROMPTON,https://www.moneycontrol.com/financials/cromptongreavesconsumerelectricalslimited/balance-sheetVI/CROMPTON#CROMPTON,https://www.moneycontrol.com/financials/cromptongreavesconsumerelectricalslimited/profit-lossVI/CROMPTON#CROMPTON
CSB Bank Limited,CSBBANK,https://www.moneycontrol.com/financials/csbbanklimited/balance-sheetVI/CSBBANK#CSBBANK,https://www.moneycontrol.com/financials/csbbanklimited/profit-lossVI/CSBBANK#CSBBANK
Cambridge Technology Enterprises Limited,CTE,https://www.moneycontrol.com/financials/cambridgetechnologyenterpriseslimited/balance-sheetVI/CTE#CTE,https://www.moneycontrol.com/financials/cambridgetechnologyenterpriseslimited/profit-lossVI/CTE#CTE
City Union Bank Limited,CUB,https://www.moneycontrol.com/financials/cityunionbanklimited/balance-sheetVI/CUB#CUB,https://www.moneycontrol.com/financials/cityunionbanklimited/profit-lossVI/CUB#CUB
Cubex Tubings Limited,CUBEXTUB,https://www.moneycontrol.com/financials/cubextubingslimited/balance-sheetVI/CUBEXTUB#CUBEXTUB,https://www.moneycontrol.com/financials/cubextubingslimited/profit-lossVI/CUBEXTUB#CUBEXTUB
Cummins India Limited,CUMMINSIND,https://www.moneycontrol.com/financials/cumminsindialimited/balance-sheetVI/CUMMINSIND#CUMMINSIND,https://www.moneycontrol.com/financials/cumminsindialimited/profit-lossVI/CUMMINSIND#CUMMINSIND
Cupid Limited,CUPID,https://www.moneycontrol.com/financials/cupidlimited/balance-sheetVI/CUPID#CUPID,https://www.moneycontrol.com/financials/cupidlimited/profit-lossVI/CUPID#CUPID
Cyber Media (India) Limited,CYBERMEDIA,https://www.moneycontrol.com/financials/cybermediaindialimited/balance-sheetVI/CYBERMEDIA#CYBERMEDIA,https://www.moneycontrol.com/financials/cybermediaindialimited/profit-lossVI/CYBERMEDIA#CYBERMEDIA
Cybertech Systems And Software Limited,CYBERTECH,https://www.moneycontrol.com/financials/cybertechsystemsandsoftwarelimited/balance-sheetVI/CYBERTECH#CYBERTECH,https://www.moneycontrol.com/financials/cybertechsystemsandsoftwarelimited/profit-lossVI/CYBERTECH#CYBERTECH
Cyient Limited,CYIENT,https://www.moneycontrol.com/financials/cyientlimited/balance-sheetVI/CYIENT#CYIENT,https://www.moneycontrol.com/financials/cyientlimited/profit-lossVI/CYIENT#CYIENT
LT Foods Limited,DAAWAT,https://www.moneycontrol.com/financials/ltfoodslimited/balance-sheetVI/DAAWAT#DAAWAT,https://www.moneycontrol.com/financials/ltfoodslimited/profit-lossVI/DAAWAT#DAAWAT
Dabur India Limited,DABUR,https://www.moneycontrol.com/financials/daburindialimited/balance-sheetVI/DABUR#DABUR,https://www.moneycontrol.com/financials/daburindialimited/profit-lossVI/DABUR#DABUR
Dalmia Bharat Limited,DALBHARAT,https://www.moneycontrol.com/financials/dalmiabharatlimited/balance-sheetVI/DALBHARAT#DALBHARAT,https://www.moneycontrol.com/financials/dalmiabharatlimited/profit-lossVI/DALBHARAT#DALBHARAT
Dalmia Bharat Sugar and Industries Limited,DALMIASUG,https://www.moneycontrol.com/financials/dalmiabharatsugarandindustrieslimited/balance-sheetVI/DALMIASUG#DALMIASUG,https://www.moneycontrol.com/financials/dalmiabharatsugarandindustrieslimited/profit-lossVI/DALMIASUG#DALMIASUG
Damodar Industries Limited,DAMODARIND,https://www.moneycontrol.com/financials/damodarindustrieslimited/balance-sheetVI/DAMODARIND#DAMODARIND,https://www.moneycontrol.com/financials/damodarindustrieslimited/profit-lossVI/DAMODARIND#DAMODARIND
Dangee Dums Limited,DANGEE,https://www.moneycontrol.com/financials/dangeedumslimited/balance-sheetVI/DANGEE#DANGEE,https://www.moneycontrol.com/financials/dangeedumslimited/profit-lossVI/DANGEE#DANGEE
Datamatics Global Services Limited,DATAMATICS,https://www.moneycontrol.com/financials/datamaticsglobalserviceslimited/balance-sheetVI/DATAMATICS#DATAMATICS,https://www.moneycontrol.com/financials/datamaticsglobalserviceslimited/profit-lossVI/DATAMATICS#DATAMATICS
D.B.Corp Limited,DBCORP,https://www.moneycontrol.com/financials/dbcorplimited/balance-sheetVI/DBCORP#DBCORP,https://www.moneycontrol.com/financials/dbcorplimited/profit-lossVI/DBCORP#DBCORP
Dilip Buildcon Limited,DBL,https://www.moneycontrol.com/financials/dilipbuildconlimited/balance-sheetVI/DBL#DBL,https://www.moneycontrol.com/financials/dilipbuildconlimited/profit-lossVI/DBL#DBL
D B Realty Limited,DBREALTY,https://www.moneycontrol.com/financials/dbrealtylimited/balance-sheetVI/DBREALTY#DBREALTY,https://www.moneycontrol.com/financials/dbrealtylimited/profit-lossVI/DBREALTY#DBREALTY
DB (International) Stock Brokers Limited,DBSTOCKBRO,https://www.moneycontrol.com/financials/dbinternationalstockbrokerslimited/balance-sheetVI/DBSTOCKBRO#DBSTOCKBRO,https://www.moneycontrol.com/financials/dbinternationalstockbrokerslimited/profit-lossVI/DBSTOCKBRO#DBSTOCKBRO
Dishman Carbogen Amcis Limited,DCAL,https://www.moneycontrol.com/financials/dishmancarbogenamcislimited/balance-sheetVI/DCAL#DCAL,https://www.moneycontrol.com/financials/dishmancarbogenamcislimited/profit-lossVI/DCAL#DCAL
DCB Bank Limited,DCBBANK,https://www.moneycontrol.com/financials/dcbbanklimited/balance-sheetVI/DCBBANK#DCBBANK,https://www.moneycontrol.com/financials/dcbbanklimited/profit-lossVI/DCBBANK#DCBBANK
DCM  Limited,DCM,https://www.moneycontrol.com/financials/dcmlimited/balance-sheetVI/DCM#DCM,https://www.moneycontrol.com/financials/dcmlimited/profit-lossVI/DCM#DCM
DCM Financial Services Limited,DCMFINSERV,https://www.moneycontrol.com/financials/dcmfinancialserviceslimited/balance-sheetVI/DCMFINSERV#DCMFINSERV,https://www.moneycontrol.com/financials/dcmfinancialserviceslimited/profit-lossVI/DCMFINSERV#DCMFINSERV
DCM Nouvelle Limited,DCMNVL,https://www.moneycontrol.com/financials/dcmnouvellelimited/balance-sheetVI/DCMNVL#DCMNVL,https://www.moneycontrol.com/financials/dcmnouvellelimited/profit-lossVI/DCMNVL#DCMNVL
DCM Shriram Limited,DCMSHRIRAM,https://www.moneycontrol.com/financials/dcmshriramlimited/balance-sheetVI/DCMSHRIRAM#DCMSHRIRAM,https://www.moneycontrol.com/financials/dcmshriramlimited/profit-lossVI/DCMSHRIRAM#DCMSHRIRAM
DCW Limited,DCW,https://www.moneycontrol.com/financials/dcwlimited/balance-sheetVI/DCW#DCW,https://www.moneycontrol.com/financials/dcwlimited/profit-lossVI/DCW#DCW
Deccan Cements Limited,DECCANCE,https://www.moneycontrol.com/financials/deccancementslimited/balance-sheetVI/DECCANCE#DECCANCE,https://www.moneycontrol.com/financials/deccancementslimited/profit-lossVI/DECCANCE#DECCANCE
Deepak Fertilizers and Petrochemicals Corporation Limited,DEEPAKFERT,https://www.moneycontrol.com/financials/deepakfertilizersandpetrochemicalscorporationlimited/balance-sheetVI/DEEPAKFERT#DEEPAKFERT,https://www.moneycontrol.com/financials/deepakfertilizersandpetrochemicalscorporationlimited/profit-lossVI/DEEPAKFERT#DEEPAKFERT
Deepak Nitrite Limited,DEEPAKNTR,https://www.moneycontrol.com/financials/deepaknitritelimited/balance-sheetVI/DEEPAKNTR#DEEPAKNTR,https://www.moneycontrol.com/financials/deepaknitritelimited/profit-lossVI/DEEPAKNTR#DEEPAKNTR
DEEP ENERGY RESOURCES LIMITED,DEEPENR,https://www.moneycontrol.com/financials/deepenergyresourceslimited/balance-sheetVI/DEEPENR#DEEPENR,https://www.moneycontrol.com/financials/deepenergyresourceslimited/profit-lossVI/DEEPENR#DEEPENR
Delta Corp Limited,DELTACORP,https://www.moneycontrol.com/financials/deltacorplimited/balance-sheetVI/DELTACORP#DELTACORP,https://www.moneycontrol.com/financials/deltacorplimited/profit-lossVI/DELTACORP#DELTACORP
Delta Manufacturing Limited,DELTAMAGNT,https://www.moneycontrol.com/financials/deltamanufacturinglimited/balance-sheetVI/DELTAMAGNT#DELTAMAGNT,https://www.moneycontrol.com/financials/deltamanufacturinglimited/profit-lossVI/DELTAMAGNT#DELTAMAGNT
Den Networks Limited,DEN,https://www.moneycontrol.com/financials/dennetworkslimited/balance-sheetVI/DEN#DEN,https://www.moneycontrol.com/financials/dennetworkslimited/profit-lossVI/DEN#DEN
De Nora India Limited,DENORA,https://www.moneycontrol.com/financials/denoraindialimited/balance-sheetVI/DENORA#DENORA,https://www.moneycontrol.com/financials/denoraindialimited/profit-lossVI/DENORA#DENORA
DFM Foods Limited,DFMFOODS,https://www.moneycontrol.com/financials/dfmfoodslimited/balance-sheetVI/DFMFOODS#DFMFOODS,https://www.moneycontrol.com/financials/dfmfoodslimited/profit-lossVI/DFMFOODS#DFMFOODS
Digicontent Limited,DGCONTENT,https://www.moneycontrol.com/financials/digicontentlimited/balance-sheetVI/DGCONTENT#DGCONTENT,https://www.moneycontrol.com/financials/digicontentlimited/profit-lossVI/DGCONTENT#DGCONTENT
Dhampur Sugar Mills Limited,DHAMPURSUG,https://www.moneycontrol.com/financials/dhampursugarmillslimited/balance-sheetVI/DHAMPURSUG#DHAMPURSUG,https://www.moneycontrol.com/financials/dhampursugarmillslimited/profit-lossVI/DHAMPURSUG#DHAMPURSUG
Dhanlaxmi Bank Limited,DHANBANK,https://www.moneycontrol.com/financials/dhanlaxmibanklimited/balance-sheetVI/DHANBANK#DHANBANK,https://www.moneycontrol.com/financials/dhanlaxmibanklimited/profit-lossVI/DHANBANK#DHANBANK
Dhani Services Limited,DHANI,https://www.moneycontrol.com/financials/dhaniserviceslimited/balance-sheetVI/DHANI#DHANI,https://www.moneycontrol.com/financials/dhaniserviceslimited/profit-lossVI/DHANI#DHANI
Dhanuka Agritech Limited,DHANUKA,https://www.moneycontrol.com/financials/dhanukaagritechlimited/balance-sheetVI/DHANUKA#DHANUKA,https://www.moneycontrol.com/financials/dhanukaagritechlimited/profit-lossVI/DHANUKA#DHANUKA
Dharani Sugars & Chemicals Limited,DHARSUGAR,https://www.moneycontrol.com/financials/dharanisugarschemicalslimited/balance-sheetVI/DHARSUGAR#DHARSUGAR,https://www.moneycontrol.com/financials/dharanisugarschemicalslimited/profit-lossVI/DHARSUGAR#DHARSUGAR
Dewan Housing Finance Corporation Limited,DHFL,https://www.moneycontrol.com/financials/dewanhousingfinancecorporationlimited/balance-sheetVI/DHFL#DHFL,https://www.moneycontrol.com/financials/dewanhousingfinancecorporationlimited/profit-lossVI/DHFL#DHFL
Dhunseri Investments Limited,DHUNINV,https://www.moneycontrol.com/financials/dhunseriinvestmentslimited/balance-sheetVI/DHUNINV#DHUNINV,https://www.moneycontrol.com/financials/dhunseriinvestmentslimited/profit-lossVI/DHUNINV#DHUNINV
Prataap Snacks Limited,DIAMONDYD,https://www.moneycontrol.com/financials/prataapsnackslimited/balance-sheetVI/DIAMONDYD#DIAMONDYD,https://www.moneycontrol.com/financials/prataapsnackslimited/profit-lossVI/DIAMONDYD#DIAMONDYD
Diamond Power Infra Ltd,DIAPOWER,https://www.moneycontrol.com/financials/diamondpowerinfraltd/balance-sheetVI/DIAPOWER#DIAPOWER,https://www.moneycontrol.com/financials/diamondpowerinfraltd/profit-lossVI/DIAPOWER#DIAPOWER
DIC India Limited,DICIND,https://www.moneycontrol.com/financials/dicindialimited/balance-sheetVI/DICIND#DICIND,https://www.moneycontrol.com/financials/dicindialimited/profit-lossVI/DICIND#DICIND
DiGiSPICE Technologies Limited,DIGISPICE,https://www.moneycontrol.com/financials/digispicetechnologieslimited/balance-sheetVI/DIGISPICE#DIGISPICE,https://www.moneycontrol.com/financials/digispicetechnologieslimited/profit-lossVI/DIGISPICE#DIGISPICE
Digjam Limited,DIGJAMLTD,https://www.moneycontrol.com/financials/digjamlimited/balance-sheetVI/DIGJAMLTD#DIGJAMLTD,https://www.moneycontrol.com/financials/digjamlimited/profit-lossVI/DIGJAMLTD#DIGJAMLTD
Dish TV India Limited,DISHTV,https://www.moneycontrol.com/financials/dishtvindialimited/balance-sheetVI/DISHTV#DISHTV,https://www.moneycontrol.com/financials/dishtvindialimited/profit-lossVI/DISHTV#DISHTV
Divi's Laboratories Limited,DIVISLAB,https://www.moneycontrol.com/financials/divislaboratorieslimited/balance-sheetVI/DIVISLAB#DIVISLAB,https://www.moneycontrol.com/financials/divislaboratorieslimited/profit-lossVI/DIVISLAB#DIVISLAB
Dixon Technologies (India) Limited,DIXON,https://www.moneycontrol.com/financials/dixontechnologiesindialimited/balance-sheetVI/DIXON#DIXON,https://www.moneycontrol.com/financials/dixontechnologiesindialimited/profit-lossVI/DIXON#DIXON
DLF Limited,DLF,https://www.moneycontrol.com/financials/dlflimited/balance-sheetVI/DLF#DLF,https://www.moneycontrol.com/financials/dlflimited/profit-lossVI/DLF#DLF
D-Link (India) Limited,DLINKINDIA,https://www.moneycontrol.com/financials/d-linkindialimited/balance-sheetVI/DLINKINDIA#DLINKINDIA,https://www.moneycontrol.com/financials/d-linkindialimited/profit-lossVI/DLINKINDIA#DLINKINDIA
Avenue Supermarts Limited,DMART,https://www.moneycontrol.com/financials/avenuesupermartslimited/balance-sheetVI/DMART#DMART,https://www.moneycontrol.com/financials/avenuesupermartslimited/profit-lossVI/DMART#DMART
Diligent Media Corporation Limited,DNAMEDIA,https://www.moneycontrol.com/financials/diligentmediacorporationlimited/balance-sheetVI/DNAMEDIA#DNAMEDIA,https://www.moneycontrol.com/financials/diligentmediacorporationlimited/profit-lossVI/DNAMEDIA#DNAMEDIA
Dolat Investments Limited,DOLAT,https://www.moneycontrol.com/financials/dolatinvestmentslimited/balance-sheetVI/DOLAT#DOLAT,https://www.moneycontrol.com/financials/dolatinvestmentslimited/profit-lossVI/DOLAT#DOLAT
Dollar Industries Limited,DOLLAR,https://www.moneycontrol.com/financials/dollarindustrieslimited/balance-sheetVI/DOLLAR#DOLLAR,https://www.moneycontrol.com/financials/dollarindustrieslimited/profit-lossVI/DOLLAR#DOLLAR
Donear Industries Limited,DONEAR,https://www.moneycontrol.com/financials/donearindustrieslimited/balance-sheetVI/DONEAR#DONEAR,https://www.moneycontrol.com/financials/donearindustrieslimited/profit-lossVI/DONEAR#DONEAR
D. P. Abhushan Limited,DPABHUSHAN,https://www.moneycontrol.com/financials/dpabhushanlimited/balance-sheetVI/DPABHUSHAN#DPABHUSHAN,https://www.moneycontrol.com/financials/dpabhushanlimited/profit-lossVI/DPABHUSHAN#DPABHUSHAN
DPSC Limited,DPSCLTD,https://www.moneycontrol.com/financials/dpsclimited/balance-sheetVI/DPSCLTD#DPSCLTD,https://www.moneycontrol.com/financials/dpsclimited/profit-lossVI/DPSCLTD#DPSCLTD
D P Wires Limited,DPWIRES,https://www.moneycontrol.com/financials/dpwireslimited/balance-sheetVI/DPWIRES#DPWIRES,https://www.moneycontrol.com/financials/dpwireslimited/profit-lossVI/DPWIRES#DPWIRES
DQ Entertainment (International) Limited,DQE,https://www.moneycontrol.com/financials/dqentertainmentinternationallimited/balance-sheetVI/DQE#DQE,https://www.moneycontrol.com/financials/dqentertainmentinternationallimited/profit-lossVI/DQE#DQE
Dredging Corporation of India Limited,DREDGECORP,https://www.moneycontrol.com/financials/dredgingcorporationofindialimited/balance-sheetVI/DREDGECORP#DREDGECORP,https://www.moneycontrol.com/financials/dredgingcorporationofindialimited/profit-lossVI/DREDGECORP#DREDGECORP
Dr. Reddy's Laboratories Limited,DRREDDY,https://www.moneycontrol.com/financials/drreddyslaboratorieslimited/balance-sheetVI/DRREDDY#DRREDDY,https://www.moneycontrol.com/financials/drreddyslaboratorieslimited/profit-lossVI/DRREDDY#DRREDDY
Dynacons Systems & Solutions Limited,DSSL,https://www.moneycontrol.com/financials/dynaconssystemssolutionslimited/balance-sheetVI/DSSL#DSSL,https://www.moneycontrol.com/financials/dynaconssystemssolutionslimited/profit-lossVI/DSSL#DSSL
Dhunseri Tea & Industries Limited,DTIL,https://www.moneycontrol.com/financials/dhunseriteaindustrieslimited/balance-sheetVI/DTIL#DTIL,https://www.moneycontrol.com/financials/dhunseriteaindustrieslimited/profit-lossVI/DTIL#DTIL
Ducon Infratechnologies Limited,DUCON,https://www.moneycontrol.com/financials/duconinfratechnologieslimited/balance-sheetVI/DUCON#DUCON,https://www.moneycontrol.com/financials/duconinfratechnologieslimited/profit-lossVI/DUCON#DUCON
Dhunseri Ventures Limited,DVL,https://www.moneycontrol.com/financials/dhunseriventureslimited/balance-sheetVI/DVL#DVL,https://www.moneycontrol.com/financials/dhunseriventureslimited/profit-lossVI/DVL#DVL
Dwarikesh Sugar Industries Limited,DWARKESH,https://www.moneycontrol.com/financials/dwarikeshsugarindustrieslimited/balance-sheetVI/DWARKESH#DWARKESH,https://www.moneycontrol.com/financials/dwarikeshsugarindustrieslimited/profit-lossVI/DWARKESH#DWARKESH
Dynamatic Technologies Limited,DYNAMATECH,https://www.moneycontrol.com/financials/dynamatictechnologieslimited/balance-sheetVI/DYNAMATECH#DYNAMATECH,https://www.moneycontrol.com/financials/dynamatictechnologieslimited/profit-lossVI/DYNAMATECH#DYNAMATECH
Dynemic Products Limited,DYNPRO,https://www.moneycontrol.com/financials/dynemicproductslimited/balance-sheetVI/DYNPRO#DYNPRO,https://www.moneycontrol.com/financials/dynemicproductslimited/profit-lossVI/DYNPRO#DYNPRO
Eastern Silk Industries Limited,EASTSILK,https://www.moneycontrol.com/financials/easternsilkindustrieslimited/balance-sheetVI/EASTSILK#EASTSILK,https://www.moneycontrol.com/financials/easternsilkindustrieslimited/profit-lossVI/EASTSILK#EASTSILK
Easun Reyrolle Limited,EASUNREYRL,https://www.moneycontrol.com/financials/easunreyrollelimited/balance-sheetVI/EASUNREYRL#EASUNREYRL,https://www.moneycontrol.com/financials/easunreyrollelimited/profit-lossVI/EASUNREYRL#EASUNREYRL
